"file.name","peak.number","Valine Fragment","Glycine","TMAO","Lysine Fragment","Alanine","Unknown 1","Choline","Serine","Creatinine","Proline","Valine","Betaine","Threonine","Unknown 2","Hydroxyproline","Creatine","Isoleucine","Leucine","Asparagine","Ornithine","Aspartic Acid","Hypoxanthine","Betaine Adduct","Proline Betaine","Deoxycarnitine","Glutamine","Lysine","Glutamic Acid","Histidine","Aminooctanoic Acid","Me-Lys","Carnitine","Phenylalanine","Methylhistidine","Arginine","Citrulline","Tyrosine","ADMA","SDMA","Acetylcarnitine","Tryptophan","Propionylcarnitine","Cystine","Unknown 3","CysGly-CySS"
"",13,"783655.03703921",1030766.01785513,"<LOD","305483.268689347",1481502.48521677,"115047.542893276",761133.896968553,866449.961155763,1028212.87772716,1613069.72466455,"Impute","812271.100129748",852378.379668018,"<LOD","234595.731320872",1081416.34325386,1872394.95990412,3030276.10762474,"1263738.57369292","1805651.00618153","383800.738664717","<LOD","70890.5267237447","57169.9649915672","28799.9561356789",4084840.37145148,3434347.1756202,1052070.49604953,1206203.65095177,"<LOD",53649.2657423496,336932.415466214,1974843.69659676,76049.7108003366,1549289.48108053,253003.117829173,1033554.61665301,"18439.7548215918","52037.8239610889",81700.5058868869,461066.331859733,"70942.2458201757",270340.775324478,"9636.82006001743","150536.938303344"
"20230202_25_36",1,"313185.678064585",474791.754893437,"<LOD","81385.9325570857",1977440.60023238,"140350.916013291",334398.68563673,568931.355809,935662.458619633,3288180.18182527,"1343900.4155525","Impute",925063.525004061,"<LOD","222089.463605651",182052.579342672,2022111.69342443,1600520.04944307,"905152.182084857","Impute","258844.28214066","<LOD","42655.9230660251","57800.6415503294","34935.0395123996",4202495.38603407,937703.329683261,758512.679078752,321352.70913688,"<LOD",21741.912621239,328272.346524701,870218.4364626,25689.2798572398,270715.163033193,235686.269231279,776046.863212765,"12705.898257728","12116.2041039125",204612.535945256,126046.229904375,"35610.9000190467",201857.601667351,"10044.7667141354","152611.143240985"
"",2,"654969.533098183",958047.869545521,"66851.279721182","157137.219151531",1794612.01231015,"157712.941069988",623799.216158042,789802.084216859,1304786.54689791,2384729.24222691,"2868588.21217917","Impute",1460294.65082866,"99640.1563719353","149989.176506707",1312044.81371337,1935191.83490372,2575099.87695621,"886018.687608288","460650.65194577","276425.941323949","67943.745735585","105816.176026837","284393.414071835","46477.3694126986",5606356.92141661,1700266.14960966,894363.353138725,1145670.02805741,"67331.4703884667",83258.7387982857,1254827.37597529,2065711.76585515,80957.8679520992,1116944.55793547,220214.190967229,1325686.22472988,"24292.7689985622","14222.2323576324",482762.666633952,254021.249370652,"37310.0179564808",455087.512126933,"71871.7214763417","157247.855707215"
"",3,"544537.560427886",893762.374916968,"26463.7705307657","174255.996446002",3181121.7112311,"337086.358357658",448701.492833519,789831.042644828,1320160.55424853,2242568.4006418,"2523293.46580929","1052858.30315373",1509351.94893965,"<LOD","77907.0221753475",2225522.3562094,1358996.51599792,2142633.0064426,"924656.135935546","557279.641556527","269970.093297386","59019.5140687791","47054.4521296615","100657.781585349","54394.0087672918",7007303.35472501,1995322.81582169,738664.006409975,1351472.29931095,"63599.8931549754",90441.3292567282,491166.574339742,1769990.49542001,52777.701998501,1337378.47416769,150765.392472754,1484057.64593099,"28318.8133250616","8809.50136933467",1308356.3329292,384429.9335336,"10555.0849759084",463420.443608241,"77598.8091692158","130158.149784128"
"",4,"523069.432212765",703640.972890855,"47166.6103300012","107152.509142138",2510370.11014777,"280458.706784721",704604.212586177,710187.04817033,732662.755375203,1747660.82531645,"2434785.1265473","1481261.32219264",1120677.19477662,"<LOD","73669.8276656331",2325153.59867203,1696773.61323597,2225247.69661614,"798988.900137177","Impute","230923.985162379","69119.287073085","53967.120112868","16470.3714345378","49000.7031232946",5009102.15325016,1310244.99441252,575617.065356024,1163156.40948782,"67684.7673291648",129085.061849244,1261740.07563976,1479899.38203871,46306.5798915265,1021876.00711329,137576.652223178,1426516.8789216,"16115.4277388145","15620.8010186836",238537.824805805,164921.01690565,"<LOD",500457.001516522,"50612.7001468755","183029.832886974"
"",5,"564300.974537981",573363.438595106,"31916.3663694472","143550.541423992",1167094.68052182,"301076.198362171",477389.955452852,668967.832530175,553079.676783221,1308168.7719738,"2877085.90078923","1258959.89908625",831323.910457457,"<LOD","63278.5150171835",2134323.75693029,1910710.53769278,2582048.50405803,"887098.206491414","495294.902625545","261428.221427129","55123.6903682827","59015.6214011752","28992.3684041889","46499.2767067915",5155196.7930135,1466045.92546828,688121.510367932,872900.299023584,"52257.9772220469",128372.36189083,1755432.67485699,1769716.52649272,51057.7623792688,1078618.58029953,126150.1938765,1340858.84278437,"12695.9032877996","10249.903133291",206290.046499897,188496.554340442,"<LOD",466767.850612753,"61681.6205160536","142617.924715542"
"",6,"586836.614793587",667019.055509188,"21721.289969542","134397.751384255",1853353.77334667,"260399.909252976",408030.724321372,702971.087118052,582732.012789073,1526196.29726937,"Impute","767276.076299706",1119305.50230617,"<LOD","62216.1412317667",1407754.79325715,1015879.77528306,3069810.71525034,"740186.496496392","577978.92982269","208085.70534552","99275.1312837048","43012.9917968196","<LOD","12517.5594440473",4801011.52606359,1481132.81378785,523630.479001324,791540.497157309,"28320.5672405813",88610.9179786408,1113550.34944588,1231293.64823046,35937.654732637,758268.292524424,217207.266613504,1181460.79284967,"22816.7273673746","9488.70302363255",199642.591612619,153862.651273055,"<LOD",319917.332018888,"24225.3942662345","138714.737005094"
"",7,"277699.475583499",550190.564030103,"31264.0043431935","101984.513373633",697591.014637499,"83880.0627348569",249949.340533055,571451.946070684,737769.298864418,716047.114043793,"Impute","376927.979923776",488788.984009839,"<LOD","74356.3707351073",765579.74328516,660292.998518304,1428224.9195019,"521525.760946277","436332.182727311","161388.797439707","59639.1438901267","25425.4596610289","38422.6248095694","<LOD",3813784.80834456,1236140.86344556,509456.567532825,536527.657319157,"<LOD",28430.5883095448,591700.258876254,774673.40835918,26944.8681207866,725664.55598391,241777.852630096,878462.896769062,"<LOD","<LOD",140212.171917139,114429.063252001,"<LOD",203077.313171912,"10733.0673230177","81095.1987566337"
"",8,"604687.728486134",373791.958402485,"Impute","109651.021500711",970810.165420457,"73233.530555159",708791.479132165,268585.208841405,943648.711501318,1118883.68291115,"2871228.78906176","1450168.9239866",482105.868752891,"79780.5120886852","198714.176198472",955277.418555733,602838.464230964,2606441.09749667,"1497002.45281693","351816.651926227","439141.768836554","85871.8683164618","81224.6393886825","34173.049951565","<LOD",4925888.89632104,1146594.8054166,115714.019816832,1259280.44104964,"<LOD",48925.7530558106,597142.911712311,1426658.94916563,63092.4093848922,516081.357205981,372075.333654752,1343338.84023832,"14383.283070395","32804.3461089084",1204637.51764239,534917.355186885,"<LOD",362384.579022118,"8166.35406121856","187942.354534643"
"",9,"474686.868367401",508865.209315297,"Impute","86812.5254063321",723340.228874457,"69738.3297254755",468560.435619313,395243.747847653,1024270.69745579,843993.97471543,"2100162.12836971","972563.403629805",386755.102786491,"77331.1129873627","88722.4657846153",1695130.2627046,564427.470447065,1953631.45926336,"1038707.60282073","306336.5333558","297424.662380883","83668.7733997118","50849.9927939955","48607.5208133141","30589.3422411879",4337533.78093351,927246.132143735,319613.303763013,1122125.90241227,"31756.0828081137",92834.2390273275,1260235.42665191,2077130.75434269,121185.371816465,504661.502075511,217144.267696975,1249079.65694678,"20620.5479864773","42693.1136136143",2341829.77871617,285143.476380419,"47227.5527287006",212132.544263763,"65647.8846524012","259006.061250525"
"",10,"358357.98143708",288735.782879704,"Impute","60782.1572202776",437875.417306224,"55597.7737336325",1229143.80251723,162930.38505724,1062922.28399073,501928.876888551,"1494155.29544887","1183112.86602846",229090.304950661,"118928.689206874","59143.8437423174",2267374.27838695,219703.725299394,1115324.62209296,"<LOD","208683.2409359","236942.884223966","76507.6457808925","75978.9939731303","<LOD","111407.529229146",2260407.12270649,606188.004623689,140154.509267255,931458.740661191,"40503.9606622305",69711.3573584249,1161461.97064037,1840615.58246284,149209.944864485,115229.756721649,25508.4257867664,975652.434753427,"24753.8866303698","50076.5541829058",1981474.04596505,272891.96647859,"52987.2109200277",193111.42553339,"39633.8109745666","314524.197335688"
"",11,"452579.13204266",403794.013746947,"Impute","72526.9636688088",580092.554457422,"70134.0429285786",1139323.22392859,237862.130118307,1201941.22512288,718357.410841184,"1955976.31555563","2265858.43376433",338698.262343988,"120507.854858055","116884.430616949",1181488.10053645,276568.178073882,1648687.6171045,"910591.303484417","327029.226356559","259646.088565033","110766.809212066","123023.662673146","<LOD","43733.0115370556",2712595.5681668,972217.918844188,170454.79653729,1619918.7327564,"37278.1143480025",81426.1142647022,690427.881559915,1617324.46649674,199165.072069829,224188.193787204,30580.4216563759,940570.551182417,"24636.0329394864","68199.2989184083",1451580.67481825,168345.341581951,"68933.1380441998",110458.966235974,"56394.0744812197","253618.006721849"
"",12,"966621.67986002",698637.508103846,"Impute","402057.340949313",1278707.82648259,"74668.2702531773",652818.358189945,778471.609406705,415554.876134926,1923043.45138064,"4408837.44616863","2053810.47218834",1031121.39609442,"81008.4783408456","155719.223514423",1109702.0646298,1972282.18944791,3340670.1784165,"739551.857169423","2807363.29017329","227193.936163047","69254.1359729375","117388.192778878","82243.7442850148","16652.0958134007",4527394.09778714,4341228.70452007,1691284.16160694,1644624.98182544,"29113.1742784984",46249.1212980074,771162.955165852,1999449.93652997,39890.6536515642,1126127.6570865,85013.2777693583,763490.329876292,"23950.0682338199","22287.0349308082",263075.87889707,191681.019464847,"91387.8636045618",303468.209736147,"70295.878852641","274081.053390577"
"",13,"884634.70175646",756309.74545251,"<LOD","384589.457620466",1924235.74854401,"54759.1951883165",311865.250411066,633026.461967024,402389.189561209,1482654.80925097,"3746166.02153191","626217.969697353",904237.856804149,"<LOD","235016.931071361",809163.434516001,1573616.4476645,2759949.28015302,"1168067.18794486","1330938.73411197","318856.357355011","25447.5462355186","31082.6020938247","36251.4031350375","<LOD",4351771.25479224,4389716.80216941,583643.240669965,1411482.61448897,"<LOD",31774.1554283032,2278595.86896541,1996719.27504621,25744.186560518,1888779.72241657,52428.2828387092,926954.664018982,"13567.6263395313","9542.09526973052",235681.291368616,179751.080269873,"94765.1885394517",426384.658238417,"12360.8666956274","159253.343336351"
"20230202_37_48",1,"555507.810049331",971921.03778376,"<LOD","169294.466119861",1430491.04552826,"142275.776424983",221715.205100656,871012.556193018,1103681.94499835,2200728.23359523,"2580685.69270832","Impute",1660580.70304282,"<LOD","54567.9954891149",1085103.64532319,1941593.65147015,1752949.53357313,"896887.619565479","Impute","259767.461131246","44701.301053866","135607.920257049","93728.2711095938","32936.0089529875",5395908.88367111,1888581.56549438,531584.830969861,1216348.78247131,"58929.6617420048",22840.8455824522,435658.64159088,2658751.23219661,47890.1559900769,1242767.68513372,130524.734302926,890784.042003772,"17725.5953033893","10857.0448650556",91561.2592875459,118451.243198097,"15594.4336613337",231211.828200429,"57630.4717883441","73037.7095860882"
"",2,"530942.720764163",1567023.7072299,"22047.7305635396","236181.152141134",2334442.6661867,"119495.562219791",279371.051074268,1110341.18030718,1666762.24950004,2615912.79165636,"2349848.34044082","Impute",2972143.29125109,"<LOD","33664.9605502887",1411864.62295214,1632289.27063629,1736058.31732302,"1050242.28300563","Impute","288103.2165196","51576.5762588616","125231.035844656","135094.327921065","48336.7874315068",7469176.63390257,2447363.9773683,709514.184079209,1355178.25653988,"66912.9747347332",30262.8331499578,608716.689659456,2479985.00392763,45719.5965186438,2226137.71837585,232754.956714582,974101.53003623,"18958.9413793729","17477.7025936942",146282.68776984,139749.156896132,"30855.1023226059",354886.90747515,"132504.853796712","114694.921355235"
"",3,"549113.216313046",1791491.42527044,"53981.6127524264","259956.090258546",3538158.80710026,"145917.075234924",243137.162620985,1429395.44052037,551903.97415145,3049911.17860113,"2658619.66883538","Impute",5127874.90993555,"73906.1444643433","46651.3659508427",2535759.36427683,1749162.58498895,1954120.09027246,"950414.628193569","Impute","266428.864247992","61750.1869900538","95096.6616693474","18697.1285903137","62031.4661048584",10599799.3902711,2828921.1815875,960567.127644196,1617272.57053004,"118734.932653249",70032.633993615,988888.864200792,2112368.59495123,30593.6014206767,2510391.07643377,209062.232787703,1017606.20137051,"23385.9206859592","19701.2485676036",223780.693003616,202208.805767423,"14342.3110212081",575966.205683359,"166419.723564211","107067.396469498"
"",4,"323962.946505463",636619.976703084,"33469.1333002188","137288.679913215",1164912.2580602,"78613.8409967821",134583.189974678,548426.53599779,383970.966401708,1172541.23873672,"1541068.22026721","Impute",2714121.62354928,"<LOD","36026.6231432634",1375304.76335616,1048342.69801703,1044312.32278453,"503838.927625036","515981.333461678","141522.277746999","18762.6913872973","50305.320621505","15875.0384595023","41431.7094011131",4571365.28774009,1461240.60131569,499310.128671149,693996.28889799,"80765.9558821584",90477.6463193458,792680.928825019,1125767.35147554,26732.951622938,1305049.58975933,101070.783521624,839395.442124426,"<LOD","<LOD",111720.609818292,112970.504805868,"<LOD",308844.194198449,"65737.4224440393","56661.5326305363"
"",5,"487454.680815218",692929.184106507,"33385.634759026","133417.596251588",1295936.79375558,"64143.6098195948",250348.382373245,479726.787276805,415916.261298168,1976529.84207957,"2414808.60457012","746915.197134237",859751.225427224,"<LOD","97249.5212106293",1667816.53790667,1640139.07150363,1587328.83802472,"668658.178301683","430292.119988968","188815.156149545","66945.2060558411","50963.922282884","<LOD","28142.5517833375",4610794.98624556,1587688.75962273,815306.428086085,703560.330287077,"71363.8978595875",76180.0412430157,1661528.67028051,1524751.16636578,23204.3180458243,933074.00252236,168846.694130199,1207921.26498452,"23076.0091759363","17810.3629030556",194570.923161826,125239.447406248,"18516.3324764852",509438.218311807,"64088.2809407517","135074.543356857"
"",6,"740750.864991153",797438.829467335,"15956.056784852","306420.659695515",1011913.22987996,"99865.4577881661",381967.076486966,802286.373164943,291163.848400192,2550312.94643457,"Impute","1280498.38592652",1195724.37036158,"<LOD","132520.58440093",1383645.63597179,1697103.17661146,2819221.53173482,"652893.298248412","833274.327663016","194135.712613083","41975.7062473388","120725.672620679","19058.4474717357","<LOD",5445804.35658596,3030636.83641932,1121202.43314838,945410.683709354,"44566.338234288",97715.0230843652,1802688.67672222,2457216.1804651,38376.552383066,1629023.4914568,281744.160194745,1771695.84883259,"23837.030141718","11848.3161581292",219603.791613754,141567.252431783,"44661.3343876872",529827.841791761,"68835.4055723438","118782.632612938"
"",7,"483299.596879703",490692.903998377,"300374.764582987","117274.950687954",595145.885065892,"135689.214437964",294738.663058454,279336.838978118,624674.869826148,1118425.58485474,"Impute","676464.890844703",310077.399025896,"101303.06073785","130627.343574325",1411608.62016415,576928.531602549,3061843.26749818,"597167.306786229","356576.691838308","175220.411682954","21380.3926606956","71072.5784043346","233491.608799263","14544.2434048967",3606339.79688202,1278950.77120687,263553.847896073,1057305.68258501,"16646.6811151886",146429.247079594,539034.4065771,1756295.83794385,114143.987182424,462968.829839935,114959.359418941,1222431.22819688,"31527.8418584801","38085.9783533861",341432.035444659,91428.3461067888,"18610.5899959054",165244.765734687,"91190.3853323534","258133.505324343"
"",8,"379338.490910313",385275.658052141,"155775.651716886","124465.780903418",740434.87271872,"53466.7051891222",452788.062904247,242717.76126596,854811.953823575,1795880.74784846,"Impute","847183.55003232",537380.932480503,"<LOD","121456.127785654",1064586.557652,640117.62914975,1751579.79805135,"440798.758165609","265795.523093461","136362.672886532","43687.6437065032","65862.1523653454","135323.643507749","24789.5943284369",3044270.53268014,1223732.5844696,607837.770635296,1207626.6446626,"15377.373263909",82473.2094353413,410238.613814766,1518335.70235699,81724.356583779,294197.310320164,66824.7925813695,1077245.02779834,"34125.6050094467","27105.1629558283",215202.345781973,131324.16791873,"36611.2074484987",109400.682065526,"63467.7130348255","169176.976486832"
"",9,"601591.366407332",458129.495480965,"Impute","175055.302423502",1050724.37044189,"62337.2950432632",772072.704270492,467544.501070658,732224.942953173,3597192.25318016,"Impute","1467780.9073391",1607962.49382733,"<LOD","185820.038990321",1462755.03244936,1584999.04679656,3192416.707028,"389773.956591244","388218.580400034","115370.043570449","<LOD","110515.904717293","129823.564607114","42932.4558985115",5967689.25820062,1840011.19992394,1746139.34129512,1624381.62586287,"33035.6297357743",98653.8702959714,418913.789878145,1894080.87075056,92359.9230128416,337772.495085863,104332.222355971,1005943.18468314,"13733.6251529592","29182.0666801978",478083.061311204,152201.958084425,"76248.3716159128",183118.184494435,"94521.4739535809","196231.60822247"
"",10,"477908.117700009",823405.697055491,"Impute","163968.101877147",1165742.90794204,"72245.5964118115",499062.628805126,582002.265527883,981688.335193324,3273536.23801843,"1962842.96995829","1174080.46501691",1827412.71904146,"113138.618602991","186888.481784373",1315711.94700367,831760.146670304,1498268.91149765,"550816.800052968","581554.48856149","155163.599223686","60427.3374023568","84610.7530014138","130202.538271973","53954.1986563304",5998372.32430654,1840733.03623443,1168641.22293282,1180318.2584577,"39754.8883550026",103734.979149521,522577.810676293,1364440.76205492,123220.957736239,555945.769669222,136247.240777779,906052.952449337,"17256.131459822","11727.5137397775",255626.719138895,99084.6422661667,"32596.9720556333",270278.073155043,"87260.9830369243","183925.681846582"
"",11,"514730.709385419",771187.273213006,"Impute","185380.176397032",731538.658663664,"38973.6102565563",1015126.56753051,515179.019982206,609952.468933155,2154711.50624237,"2110118.53456935","3201622.01393565",1085172.78217249,"129331.285250705","120105.490202238",2720811.14580583,910569.788235768,1807162.42714065,"695239.64289535","707217.616199019","212696.213410678","90673.4148146181","177722.607742221","149334.130087207","65936.8013331232",3900836.51468985,2009412.82041085,915321.526675024,1134901.24373966,"82923.5276649117",92851.3882752441,1364388.29282235,1735243.22690704,89072.3432399927,783627.515586678,339372.040043177,1139464.77585209,"14265.308359602","10179.4342290015",359207.784973245,141413.756194195,"114936.09171512",440613.353857902,"62919.5230204726","226659.315277367"
"",12,"713138.972378129",1747213.34560905,"Impute","293956.628100824",2520524.45200993,"194682.93861449",479972.908040379,954591.882741811,744816.871591134,2752604.25988195,"3045456.80356427","832406.546599984",2452458.96080726,"126750.776449231","108297.243078703",590744.109561103,1262851.3704404,2274636.88674209,"674998.484626856","1251620.19800022","244531.579822123","<LOD","67486.4237236776","69040.7032787481","26048.7772741445",7164027.32641948,3306197.48428986,501920.603382041,1426495.11327629,"60100.7162681498",79674.3631600014,2229420.4077682,1977087.23546674,51857.4904386404,2675926.73571757,169136.297596808,1160222.7905209,"24183.0013900307","13158.5014964051",392637.054695229,245115.647164135,"125805.739066519",650650.53243951,"77917.8219271013","120370.00299612"
"",13,"488364.116574385",850699.982609252,"50471.8398426245","201894.96766425",1411648.28374764,"132048.519170393",533501.275896154,672334.281766011,1241855.2942822,1826878.63113232,"2366449.58306982","1321853.39546835",1273222.49886697,"74957.4528579956","147972.160757664",1198918.66498084,1035981.06473869,2062522.23372587,"1061080.05393729","719427.732464532","321787.966658833","34282.4936686388","81154.6693233136","290951.053472372","37981.642853829",4560977.16308099,2349794.03979575,702393.569775805,1052192.55211769,"51122.1826629936",67788.4334590911,1212543.60513035,1641381.45395499,82118.7475736615,1221791.47645037,196784.000260281,1071368.85774887,"18972.9710469401","14628.2686925835",353579.519754378,188172.825574715,"91210.8229318327",350123.232754159,"49777.531671083","121056.567499029"
"20230202_49_61",1,"868494.964033461",1426186.40781302,"<LOD","375787.838035682",3128011.64674404,"258884.925093388",908182.259101406,1292154.46316359,507387.793399885,3800104.42236142,"4470241.47148495","1351966.70547244",2837536.29293171,"141969.842817416","125012.218027155",640710.557463567,1849761.09966794,4859657.97672947,"968705.175987988","1974397.90833711","274813.236647727","<LOD","120990.805855013","16366.4607198695","25972.3496663979",7771951.55736766,4386438.60986994,812575.794340226,1271232.45845256,"49136.2274083391",112410.321884589,2986501.80680308,2600092.91215016,55800.223287647,2932807.37817702,165337.977301345,1270711.43033101,"32445.5184883596","26061.70648845",268939.714369044,481096.630657721,"56117.8452090372",829268.32944356,"60083.0534572468","136477.811846573"
"",2,"861459.719783056",1314534.16796872,"<LOD","319826.609750293",3624883.86032834,"192959.896863554",429626.227910927,1328725.75793432,856345.225582382,3514172.90753113,"4074054.13736197","597445.298440227",2107307.17115107,"134337.839861944","147820.882995915",1178827.5248033,2339077.75803844,5778644.83158545,"707374.710020973","1861160.76216772","207040.690113954","67221.6723722138","43953.9975920635","31678.5525125928","16699.7471175452",6094120.51189502,3650968.84836762,726157.394574116,1025776.11964564,"13341.1698376414",118958.05640379,2338392.82401871,2553140.2144091,58270.0025304394,2453852.92309165,130969.496220207,1447528.60019886,"21352.0724393599","19975.3309835544",297585.942594732,323227.735819227,"41673.6437419879",656108.695949541,"32037.6563062016","146620.896181255"
"",3,"678231.480205327",902599.478741616,"<LOD","227273.635769218",2967277.63918115,"201171.152926359",512380.417699353,1008598.15842861,720978.628568308,2703174.32159314,"3365006.2782918","Impute",1237634.50667571,"109586.542752828","74084.0111055628",826439.734976382,1807551.86559087,3220587.53077428,"513555.990297939","1266948.48358184","159419.338265926","<LOD","45628.4033893488","49076.3746593622","<LOD",5148530.81693071,2665531.92358636,667991.041357542,983751.901840274,"<LOD",91893.4926441881,2003493.45066882,2133136.29603785,57291.8371971969,2155947.241531,97127.8448231375,1142009.84988664,"21204.6077917215","16842.0178946832",357076.304058467,268675.014920693,"25234.3535103539",496607.399464126,"35888.6631498944","117013.266729631"
"",4,"924204.669942094",1280601.9909259,"<LOD","298273.08004773",3698873.11991054,"314026.406963818",558287.752951288,1384057.50301113,681753.548034437,3479871.09835528,"4383642.42282464","Impute",1687556.99968731,"94989.4474131613","Impute",589949.688352567,2196259.03141805,3731730.92489271,"685253.056311499","1688475.79962274","200833.872128528","72050.3901847855","77231.5668296435","52860.3197147954","15177.9864674233",6434379.19384946,3397728.85903738,687000.36229531,1050482.76440708,"20142.9369021277",122209.14204795,2496148.38163844,2218090.76349862,53021.6206116851,2636943.51031226,81690.6584555616,1440790.48034305,"23525.4976066189","<LOD",535884.013994159,400833.949818676,"64054.4451424252",467882.630408473,"48093.4401337386","118318.361795142"
"",5,"566898.066520457",566837.880160971,"14962.205384064","95996.0464799641",1211092.92724663,"150915.979631884",643623.3488168,367429.122570133,4224394.95269113,2314565.1213282,"2864014.69601212","Impute",778762.699948068,"174006.93079473","211413.85197853",4335597.18517115,816083.850148548,1745951.68542262,"976658.178867258","550600.516900095","265960.425172831","34358.9986087432","110941.143480585","210968.378937743","93513.8882221434",5050510.84370821,1225849.03197479,877100.679338206,663394.705968424,"58614.8532525421",114054.071593522,1927603.60892769,6389523.76480257,342350.514586208,508162.031901239,242062.331787151,1231351.61926358,"28153.9293572232","57327.7488466697",1143653.91589348,100305.124577126,"105262.639213268",617666.305888469,"23405.6771932751","<LOD"
"",6,"628817.68354862",3313198.28397117,"11319.5923295548","116760.874399856",1048750.16488747,"208026.825487339",2471369.7961863,543306.903331778,4504706.35690188,1534634.58104658,"2655061.93075985","Impute",602110.73174573,"137780.702851136","212667.635306134",5845937.79040707,1037695.3283499,2816041.8301318,"784096.812393818","370128.154690127","247778.709619838","42325.3461176021","110601.690532379","173216.874355619","145607.273631713",3189584.92262999,1531810.83651621,297317.286500524,999438.041737343,"80477.411567368",100753.127666392,2702773.3346839,7057092.98288188,348453.780152882,705264.48456675,267508.384685656,1476881.90220314,"19047.5150468743","73631.0855955709",1665793.68950411,194351.130491148,"146295.330471061",814430.872695596,"3601.14760152691","45669.6175609561"
"",7,"571873.56684141",991701.688336198,"63687.8583951382","192238.415045466",1698374.03678113,"254170.264013066",734757.680181528,743358.108100189,1402641.60910496,2049183.69530063,"Impute","Impute",1401612.5164556,"122640.016044585","171247.646875484",1582531.89289409,1212274.46613756,2048960.14804319,"921096.526679738","631299.699020096","260899.665127814","52081.332420979","94658.1879440266","365398.922994714","50588.6968574213",5002340.89132951,2268886.90103477,811789.667834313,632539.115536999,"58330.6503342354",59624.3013211928,1111937.08571261,1914067.54283287,103721.578753382,985257.112283528,212004.440060565,1174447.39601419,"17756.6345392421","19098.9454309582",418233.335410675,189522.93839979,"39092.8824296586",406983.368810985,"61090.7211395166","131191.612774517"
"",8,"535780.1745963",1393695.38974926,"12560.0524940096","231561.52884564",2966654.19445966,"215532.354676211",621700.093796466,839173.559746339,1790550.71444765,3289783.12547967,"Impute","Impute",2841672.3285216,"<LOD","176448.521395839",2016376.06896512,1000301.38199003,1845583.58283062,"1082280.89862458","527297.566926039","325767.985334647","68850.5566587458","39222.0786017747","139826.382411314","99547.2984169226",5312882.08077601,2535789.07293143,468207.675283062,1623609.12790828,"64152.962367008",28508.0629918721,2707152.26184207,3085041.30548457,145121.768499854,1584826.6122459,392042.082356172,1167818.06676086,"33278.8959432207","50015.8335257926",797922.892681799,362311.404575434,"96247.9284932271",532409.896991659,"9027.61084068129","14135.2152680212"
"",9,"506245.209277729",1256026.2142342,"32494.5156741926","142890.466032773",2337893.47262542,"168525.901259996",1031488.10651841,776590.297035717,3367453.12656507,1676932.24583977,"Impute","Impute",1128308.7630685,"94047.4541907958","131577.459722552",4533659.50099789,960891.571892697,2037924.89332242,"775942.181490692","536378.867065378","230727.638222631","59821.3806038888","42675.8676537142","101420.943275148","125202.584420429",3510994.92908348,1644778.22494697,820362.973187587,1706696.77031749,"77737.938010534",69673.3823161426,5032106.48607073,3279765.38792973,188498.519539747,2287824.70343417,212415.040197299,1189213.62353575,"22421.1740087336","62072.9942988194",1713356.24715216,277075.801009956,"146865.254927782",196156.035293447,"7759.09964861867","<LOD"
"",10,"571772.22072136",962044.137892958,"67189.1315208335","184378.702097741",2023397.76023576,"252507.902318874",606390.0800983,682589.347915004,1370919.31034726,2458334.74495049,"Impute","1648133.11501324",1286989.12469992,"187334.373605504","165064.821865499",628108.501284503,988313.802498855,2514032.76528749,"575987.144866378","750222.696042351","169521.530203833","45863.1981199223","83354.8536385711","293698.827066196","39356.6135706976",4912165.5150868,2195353.51563025,772429.09482728,1279411.93904295,"35929.1661890066",109226.495434248,1163129.30478773,1287021.683358,193607.298507088,1748393.80056832,396666.206643314,1309532.57962769,"13804.7181793734","14471.7945059351",390244.342259412,142482.945538596,"20321.2642503656",119811.140395515,"33925.9632227231","26817.7278088818"
"",11,"260329.791650646",632278.926098683,"<LOD","109102.169472182",1724764.23904214,"128297.590645573",617685.156759845,848353.149823609,707735.443634661,3152030.88612886,"Impute","3138642.1026487",845245.420874367,"102800.174766928","285020.869250159",271474.577996945,579883.159091489,1272111.51328839,"896707.259192878","463135.913670571","322090.283756973","32918.8635902367","129989.288096734","53881.9261140894","34353.0237217556",4611242.85473151,1383240.94716156,1269955.97629525,902121.541496514,"23516.8734788349",71585.7416609288,519835.863445013,1086439.16292969,59214.7504097617,649480.807794361,108013.038641096,841587.061716213,"19575.1711619598","71370.2818006522",161611.264161363,64284.2130688802,"78243.840808839",258267.498506657,"65420.0101671275","170267.926856307"
"",12,"278492.130086708",680635.128574455,"12367.2709716654","151006.71424056",1778227.34276001,"180956.412267782",651735.183709322,1080201.2777308,980660.602685145,3408429.79013105,"Impute","3325992.24137276",879121.318963278,"146552.524614778","287559.554671554",348139.09796148,681501.838774632,1380242.55281518,"1072311.40624554","699167.49511804","348471.565242573","59825.6916947574","113130.6748427","77295.6572822075","30439.1412034249",6240383.91554898,1875063.15267919,1271383.86052747,1058663.56377273,"39270.243215729",61362.1150418625,627056.650589714,1108077.69396978,74305.8552508953,875660.523401578,95378.6133373857,978643.364983692,"27243.2780710251","107580.885818529",210875.240136482,103227.563440104,"62510.9475941915",284232.547349902,"78498.1525389334","156494.630748467"
